conversation_id,domain,n_turns,n_changes,n_transitions,drift_score,emotions
makeup_56_9,makeup,18,15,17,0.8823529411764706,"['happy', 'amused', 'grateful', 'happy', 'relaxed', 'grateful', 'amused', 'nostalgic', 'happy', 'happy', 'amused', 'excited', 'relaxed', 'amused', 'happy', 'happy', 'excited', 'amused']"
makeup_62_9,makeup,27,25,26,0.9615384615384616,"['excited', 'curious', 'enthusiastic', 'amused', 'excited', 'curious', 'excited', 'proud', 'enthusiastic', 'amused', 'excited', 'happy', 'excited', 'curious', 'enthusiastic', 'amused', 'enthusiastic', 'excited', 'happy', 'excited', 'enthusiastic', 'enthusiastic', 'amused', 'hopeful', 'curious', 'happy', 'grateful']"
makeup_66_8,makeup,16,13,15,0.8666666666666667,"['happy', 'grateful', 'amused', 'relaxed', 'relaxed', 'hopeful', 'amused', 'happy', 'excited', 'excited', 'curious', 'surprised', 'amused', 'curious', 'surprised', 'excited']"
makeup_79_9,makeup,9,8,8,1.0,"['relaxed', 'happy', 'relaxed', 'grateful', 'happy', 'curious', 'surprised', 'happy', 'grateful']"
makeup_91_9,makeup,9,8,8,1.0,"['excited', 'curious', 'enthusiastic', 'happy', 'excited', 'curious', 'amused', 'excited', 'curious']"
makeup_93_9,makeup,9,8,8,1.0,"['excited', 'enthusiastic', 'happy', 'curious', 'excited', 'happy', 'excited', 'curious', 'amused']"
makeup_96_10,makeup,20,15,19,0.7894736842105263,"['grateful', 'relaxed', 'happy', 'happy', 'relaxed', 'amused', 'happy', 'excited', 'relaxed', 'enthusiastic', 'grateful', 'happy', 'happy', 'grateful', 'grateful', 'relaxed', 'relaxed', 'amused', 'nostalgic', 'happy']"
makeup_98_9,makeup,9,8,8,1.0,"['enthusiastic', 'curious', 'enthusiastic', 'excited', 'curious', 'enthusiastic', 'curious', 'amused', 'relaxed']"
movies_35_9,movies,18,13,17,0.7647058823529411,"['surprised', 'surprised', 'amused', 'excited', 'surprised', 'surprised', 'amused', 'confused', 'surprised', 'curious', 'excited', 'enthusiastic', 'surprised', 'excited', 'excited', 'surprised', 'surprised', 'curious']"
movies_54_8,movies,8,7,7,1.0,"['curious', 'enthusiastic', 'curious', 'excited', 'surprised', 'curious', 'amused', 'surprised']"
movies_57_8,movies,8,7,7,1.0,"['excited', 'surprised', 'amused', 'surprised', 'excited', 'proud', 'excited', 'surprised']"
movies_6_8,movies,16,15,15,1.0,"['excited', 'disappointed', 'happy', 'sad', 'enthusiastic', 'hopeful', 'excited', 'curious', 'enthusiastic', 'surprised', 'curious', 'amused', 'surprised', 'excited', 'amused', 'enthusiastic']"
movies_72_8,movies,8,7,7,1.0,"['nostalgic', 'sad', 'nostalgic', 'sad', 'hopeful', 'curious', 'excited', 'curious']"
movies_74_8,movies,16,14,15,0.9333333333333333,"['surprised', 'surprised', 'curious', 'amused', 'excited', 'curious', 'amused', 'enthusiastic', 'excited', 'happy', 'amused', 'enthusiastic', 'surprised', 'hopeful', 'happy', 'excited']"
movies_82_10,movies,10,9,9,1.0,"['enthusiastic', 'happy', 'enthusiastic', 'excited', 'enthusiastic', 'curious', 'surprised', 'excited', 'enthusiastic', 'excited']"
movies_85_9,movies,18,17,17,1.0,"['sad', 'amused', 'nostalgic', 'surprised', 'sad', 'excited', 'disappointed', 'amused', 'sad', 'curious', 'frustrated', 'excited', 'angry', 'amused', 'disappointed', 'curious', 'sad', 'enthusiastic']"
movies_91_8,movies,8,7,7,1.0,"['disappointed', 'sad', 'worried', 'sad', 'nostalgic', 'grateful', 'nostalgic', 'grateful']"
movies_95_10,movies,10,9,9,1.0,"['enthusiastic', 'curious', 'amused', 'excited', 'happy', 'excited', 'enthusiastic', 'excited', 'curious', 'surprised']"
movies_9_8,movies,8,7,7,1.0,"['disappointed', 'angry', 'disappointed', 'anxious', 'worried', 'sad', 'disappointed', 'sad']"
music_11_8,music,24,22,23,0.9565217391304348,"['excited', 'happy', 'excited', 'happy', 'enthusiastic', 'surprised', 'amused', 'happy', 'happy', 'relaxed', 'enthusiastic', 'grateful', 'happy', 'hopeful', 'happy', 'amused', 'nostalgic', 'amused', 'happy', 'sad', 'excited', 'relaxed', 'nostalgic', 'proud']"
music_16_9,music,9,8,8,1.0,"['nostalgic', 'relaxed', 'nostalgic', 'sad', 'nostalgic', 'hopeful', 'anxious', 'confused', 'curious']"
music_19_10,music,20,16,19,0.8421052631578947,"['sad', 'amused', 'anxious', 'relaxed', 'worried', 'grateful', 'hopeful', 'nostalgic', 'anxious', 'relaxed', 'hopeful', 'amused', 'excited', 'excited', 'enthusiastic', 'surprised', 'excited', 'excited', 'happy', 'happy']"
music_21_9,music,18,14,17,0.8235294117647058,"['happy', 'amused', 'grateful', 'excited', 'happy', 'curious', 'amused', 'excited', 'excited', 'happy', 'enthusiastic', 'enthusiastic', 'excited', 'excited', 'amused', 'enthusiastic', 'relaxed', 'happy']"
music_31_10,music,10,9,9,1.0,"['nostalgic', 'sad', 'hopeful', 'nostalgic', 'sad', 'hopeful', 'anxious', 'hopeful', 'happy', 'curious']"
music_35_8,music,8,7,7,1.0,"['nostalgic', 'grateful', 'relaxed', 'happy', 'excited', 'enthusiastic', 'hopeful', 'nostalgic']"
music_38_10,music,20,17,19,0.8947368421052632,"['nostalgic', 'enthusiastic', 'happy', 'hopeful', 'enthusiastic', 'nostalgic', 'hopeful', 'grateful', 'excited', 'happy', 'happy', 'amused', 'proud', 'happy', 'enthusiastic', 'enthusiastic', 'excited', 'hopeful', 'enthusiastic', 'excited']"
music_39_9,music,9,8,8,1.0,"['sad', 'hopeful', 'excited', 'enthusiastic', 'happy', 'enthusiastic', 'happy', 'enthusiastic', 'hopeful']"
music_44_10,music,20,17,19,0.8947368421052632,"['hopeful', 'excited', 'excited', 'amused', 'curious', 'happy', 'excited', 'proud', 'happy', 'enthusiastic', 'curious', 'hopeful', 'excited', 'nostalgic', 'enthusiastic', 'happy', 'happy', 'relaxed', 'enthusiastic', 'amused']"
music_51_9,music,9,8,8,1.0,"['excited', 'happy', 'enthusiastic', 'excited', 'happy', 'excited', 'enthusiastic', 'hopeful', 'happy']"
music_56_8,music,16,13,15,0.8666666666666667,"['happy', 'enthusiastic', 'enthusiastic', 'happy', 'hopeful', 'relaxed', 'nostalgic', 'hopeful', 'hopeful', 'excited', 'curious', 'enthusiastic', 'surprised', 'hopeful', 'happy', 'excited']"
music_59_10,music,10,9,9,1.0,"['happy', 'enthusiastic', 'excited', 'happy', 'amused', 'excited', 'surprised', 'happy', 'amused', 'excited']"
music_5_10,music,30,26,29,0.896551724137931,"['hopeful', 'relaxed', 'sad', 'excited', 'nostalgic', 'nostalgic', 'surprised', 'happy', 'hopeful', 'happy', 'excited', 'nostalgic', 'enthusiastic', 'amused', 'relaxed', 'happy', 'excited', 'happy', 'enthusiastic', 'enthusiastic', 'relaxed', 'excited', 'excited', 'happy', 'enthusiastic', 'amused', 'proud', 'excited', 'surprised', 'happy']"
music_60_8,music,32,25,31,0.8064516129032258,"['amused', 'nostalgic', 'amused', 'nostalgic', 'happy', 'hopeful', 'relaxed', 'relaxed', 'proud', 'excited', 'hopeful', 'happy', 'happy', 'happy', 'happy', 'relaxed', 'excited', 'excited', 'relaxed', 'hopeful', 'enthusiastic', 'enthusiastic', 'amused', 'grateful', 'excited', 'happy', 'excited', 'hopeful', 'proud', 'grateful', 'amused', 'happy']"
music_68_8,music,8,7,7,1.0,"['hopeful', 'happy', 'amused', 'relaxed', 'happy', 'enthusiastic', 'excited', 'enthusiastic']"
music_68_9,music,18,14,17,0.8235294117647058,"['excited', 'hopeful', 'enthusiastic', 'excited', 'happy', 'amused', 'amused', 'happy', 'happy', 'relaxed', 'enthusiastic', 'hopeful', 'happy', 'excited', 'excited', 'happy', 'enthusiastic', 'amused']"
music_76_8,music,8,7,7,1.0,"['amused', 'excited', 'happy', 'amused', 'relaxed', 'happy', 'relaxed', 'amused']"
music_89_9,music,18,14,17,0.8235294117647058,"['enthusiastic', 'relaxed', 'curious', 'amused', 'amused', 'happy', 'happy', 'amused', 'relaxed', 'happy', 'nostalgic', 'enthusiastic', 'sad', 'hopeful', 'hopeful', 'happy', 'curious', 'grateful']"
music_91_9,music,18,11,17,0.6470588235294118,"['excited', 'enthusiastic', 'happy', 'happy', 'excited', 'amused', 'amused', 'excited', 'excited', 'enthusiastic', 'proud', 'proud', 'relaxed', 'relaxed', 'amused', 'amused', 'happy', 'excited']"
music_98_10,music,20,18,19,0.9473684210526315,"['enthusiastic', 'happy', 'happy', 'amused', 'enthusiastic', 'excited', 'hopeful', 'enthusiastic', 'happy', 'hopeful', 'excited', 'nostalgic', 'enthusiastic', 'sad', 'excited', 'nostalgic', 'happy', 'grateful', 'enthusiastic', 'nostalgic']"
nature_10_9,nature,36,24,35,0.6857142857142857,"['amused', 'curious', 'amused', 'curious', 'relaxed', 'excited', 'excited', 'excited', 'amused', 'amused', 'amused', 'enthusiastic', 'relaxed', 'relaxed', 'curious', 'happy', 'happy', 'happy', 'enthusiastic', 'amused', 'amused', 'relaxed', 'hopeful', 'happy', 'happy', 'grateful', 'excited', 'curious', 'relaxed', 'relaxed', 'happy', 'excited', 'happy', 'happy', 'enthusiastic', 'happy']"
nature_25_9,nature,9,8,8,1.0,"['curious', 'amused', 'relaxed', 'amused', 'relaxed', 'grateful', 'proud', 'relaxed', 'amused']"
nature_33_10,nature,10,9,9,1.0,"['grateful', 'relaxed', 'amused', 'relaxed', 'amused', 'relaxed', 'nostalgic', 'grateful', 'relaxed', 'grateful']"
nature_36_8,nature,8,7,7,1.0,"['curious', 'excited', 'enthusiastic', 'excited', 'amused', 'excited', 'happy', 'excited']"
nature_37_8,nature,8,7,7,1.0,"['happy', 'relaxed', 'happy', 'relaxed', 'happy', 'curious', 'amused', 'curious']"
nature_38_10,nature,10,9,9,1.0,"['happy', 'enthusiastic', 'excited', 'curious', 'amused', 'curious', 'amused', 'relaxed', 'grateful', 'relaxed']"
nature_39_8,nature,8,7,7,1.0,"['enthusiastic', 'curious', 'excited', 'enthusiastic', 'excited', 'happy', 'grateful', 'hopeful']"
nature_41_8,nature,32,29,31,0.9354838709677419,"['enthusiastic', 'relaxed', 'happy', 'amused', 'happy', 'amused', 'enthusiastic', 'curious', 'grateful', 'happy', 'curious', 'amused', 'relaxed', 'amused', 'excited', 'excited', 'hopeful', 'relaxed', 'curious', 'enthusiastic', 'excited', 'nostalgic', 'excited', 'excited', 'amused', 'grateful', 'curious', 'enthusiastic', 'excited', 'relaxed', 'enthusiastic', 'excited']"
nature_44_8,nature,24,18,23,0.782608695652174,"['grateful', 'grateful', 'enthusiastic', 'happy', 'happy', 'hopeful', 'curious', 'amused', 'excited', 'amused', 'happy', 'happy', 'relaxed', 'excited', 'grateful', 'happy', 'amused', 'happy', 'excited', 'happy', 'enthusiastic', 'enthusiastic', 'excited', 'excited']"
nature_50_8,nature,8,7,7,1.0,"['excited', 'amused', 'curious', 'enthusiastic', 'happy', 'excited', 'curious', 'excited']"
nature_60_8,nature,8,7,7,1.0,"['enthusiastic', 'curious', 'amused', 'curious', 'enthusiastic', 'happy', 'grateful', 'relaxed']"
nature_66_9,nature,18,13,17,0.7647058823529411,"['relaxed', 'grateful', 'grateful', 'happy', 'happy', 'excited', 'excited', 'happy', 'enthusiastic', 'relaxed', 'curious', 'amused', 'surprised', 'excited', 'excited', 'happy', 'amused', 'grateful']"
nature_67_8,nature,24,22,23,0.9565217391304348,"['happy', 'enthusiastic', 'excited', 'relaxed', 'curious', 'amused', 'happy', 'excited', 'happy', 'relaxed', 'enthusiastic', 'relaxed', 'grateful', 'happy', 'amused', 'relaxed', 'curious', 'happy', 'happy', 'enthusiastic', 'amused', 'excited', 'curious', 'excited']"
nature_72_8,nature,24,19,23,0.8260869565217391,"['excited', 'enthusiastic', 'relaxed', 'amused', 'excited', 'happy', 'relaxed', 'curious', 'curious', 'amused', 'enthusiastic', 'amused', 'curious', 'curious', 'happy', 'excited', 'excited', 'relaxed', 'curious', 'amused', 'amused', 'excited', 'curious', 'relaxed']"
nature_73_8,nature,8,7,7,1.0,"['happy', 'grateful', 'nostalgic', 'happy', 'enthusiastic', 'curious', 'excited', 'amused']"
nature_75_10,nature,10,9,9,1.0,"['grateful', 'relaxed', 'grateful', 'relaxed', 'amused', 'relaxed', 'hopeful', 'excited', 'enthusiastic', 'happy']"
nature_76_10,nature,10,9,9,1.0,"['enthusiastic', 'hopeful', 'happy', 'grateful', 'hopeful', 'happy', 'relaxed', 'happy', 'relaxed', 'happy']"
nature_7_9,nature,18,16,17,0.9411764705882353,"['amused', 'grateful', 'relaxed', 'happy', 'nostalgic', 'excited', 'relaxed', 'curious', 'grateful', 'amused', 'proud', 'surprised', 'happy', 'curious', 'amused', 'amused', 'surprised', 'curious']"
nature_89_10,nature,20,17,19,0.8947368421052632,"['excited', 'relaxed', 'happy', 'amused', 'grateful', 'relaxed', 'nostalgic', 'happy', 'grateful', 'grateful', 'relaxed', 'happy', 'amused', 'relaxed', 'curious', 'hopeful', 'surprised', 'grateful', 'happy', 'happy']"
nature_92_8,nature,16,14,15,0.9333333333333333,"['excited', 'excited', 'amused', 'curious', 'happy', 'enthusiastic', 'grateful', 'happy', 'relaxed', 'curious', 'amused', 'enthusiastic', 'happy', 'curious', 'amused', 'excited']"
nature_98_10,nature,10,9,9,1.0,"['amused', 'excited', 'happy', 'relaxed', 'grateful', 'happy', 'amused', 'curious', 'enthusiastic', 'happy']"
nature_9_10,nature,10,9,9,1.0,"['amused', 'curious', 'enthusiastic', 'curious', 'amused', 'excited', 'curious', 'amused', 'relaxed', 'nostalgic']"
news_12_10,news,20,19,19,1.0,"['grateful', 'relaxed', 'proud', 'nostalgic', 'enthusiastic', 'hopeful', 'happy', 'excited', 'relaxed', 'surprised', 'hopeful', 'excited', 'curious', 'happy', 'amused', 'excited', 'curious', 'happy', 'excited', 'amused']"
news_14_8,news,8,7,7,1.0,"['sad', 'worried', 'sad', 'worried', 'sad', 'worried', 'sad', 'anxious']"
news_16_9,news,9,8,8,1.0,"['enthusiastic', 'excited', 'amused', 'curious', 'amused', 'surprised', 'amused', 'happy', 'grateful']"
news_17_8,news,32,29,31,0.9354838709677419,"['worried', 'happy', 'sad', 'grateful', 'sad', 'enthusiastic', 'worried', 'proud', 'nostalgic', 'curious', 'sad', 'excited', 'relaxed', 'enthusiastic', 'worried', 'enthusiastic', 'happy', 'happy', 'sad', 'excited', 'relaxed', 'grateful', 'worried', 'enthusiastic', 'happy', 'happy', 'hopeful', 'curious', 'excited', 'amused', 'excited', 'enthusiastic']"
news_18_10,news,10,9,9,1.0,"['amused', 'surprised', 'happy', 'enthusiastic', 'excited', 'amused', 'excited', 'proud', 'enthusiastic', 'happy']"
news_24_10,news,20,18,19,0.9473684210526315,"['relaxed', 'curious', 'happy', 'amused', 'proud', 'surprised', 'excited', 'happy', 'happy', 'enthusiastic', 'curious', 'happy', 'amused', 'enthusiastic', 'happy', 'curious', 'grateful', 'surprised', 'happy', 'worried']"
news_25_8,news,16,12,15,0.8,"['surprised', 'excited', 'curious', 'happy', 'enthusiastic', 'enthusiastic', 'proud', 'curious', 'grateful', 'excited', 'hopeful', 'happy', 'happy', 'amused', 'curious', 'curious']"
news_26_8,news,8,7,7,1.0,"['grateful', 'relaxed', 'grateful', 'relaxed', 'grateful', 'relaxed', 'nostalgic', 'hopeful']"
news_27_8,news,8,7,7,1.0,"['grateful', 'happy', 'curious', 'surprised', 'curious', 'excited', 'amused', 'happy']"
news_29_10,news,20,18,19,0.9473684210526315,"['relaxed', 'enthusiastic', 'happy', 'excited', 'excited', 'happy', 'proud', 'enthusiastic', 'relaxed', 'happy', 'nostalgic', 'grateful', 'sad', 'happy', 'anxious', 'relaxed', 'worried', 'happy', 'sad', 'amused']"
news_40_8,news,8,7,7,1.0,"['excited', 'curious', 'enthusiastic', 'curious', 'enthusiastic', 'excited', 'surprised', 'happy']"
news_42_9,news,18,15,17,0.8823529411764706,"['amused', 'sad', 'excited', 'worried', 'curious', 'sad', 'excited', 'worried', 'amused', 'confused', 'surprised', 'curious', 'curious', 'excited', 'surprised', 'enthusiastic', 'excited', 'excited']"
news_47_9,news,9,8,8,1.0,"['amused', 'excited', 'amused', 'curious', 'excited', 'amused', 'curious', 'excited', 'surprised']"
news_51_9,news,27,24,26,0.9230769230769231,"['grateful', 'excited', 'angry', 'relaxed', 'surprised', 'surprised', 'grateful', 'happy', 'curious', 'proud', 'amused', 'enthusiastic', 'relaxed', 'curious', 'excited', 'grateful', 'excited', 'surprised', 'relaxed', 'amused', 'amused', 'happy', 'curious', 'excited', 'amused', 'confused', 'curious']"
news_53_9,news,18,16,17,0.9411764705882353,"['relaxed', 'amused', 'grateful', 'happy', 'happy', 'enthusiastic', 'amused', 'excited', 'curious', 'amused', 'excited', 'curious', 'happy', 'amused', 'enthusiastic', 'surprised', 'happy', 'excited']"
news_55_10,news,10,9,9,1.0,"['enthusiastic', 'excited', 'amused', 'excited', 'curious', 'enthusiastic', 'excited', 'curious', 'surprised', 'excited']"
news_5_10,news,10,9,9,1.0,"['sad', 'worried', 'sad', 'worried', 'sad', 'worried', 'hopeful', 'grateful', 'happy', 'amused']"
news_61_10,news,20,16,19,0.8421052631578947,"['grateful', 'grateful', 'relaxed', 'happy', 'amused', 'amused', 'excited', 'curious', 'enthusiastic', 'amused', 'excited', 'curious', 'surprised', 'surprised', 'worried', 'amused', 'sad', 'excited', 'worried', 'curious']"
news_67_8,news,8,7,7,1.0,"['sad', 'nostalgic', 'relaxed', 'grateful', 'nostalgic', 'grateful', 'happy', 'relaxed']"
news_68_9,news,45,41,44,0.9318181818181818,"['relaxed', 'angry', 'worried', 'amused', 'angry', 'grateful', 'worried', 'sad', 'excited', 'worried', 'happy', 'sad', 'worried', 'amused', 'frustrated', 'amused', 'hopeful', 'sad', 'excited', 'worried', 'curious', 'happy', 'nostalgic', 'surprised', 'sad', 'enthusiastic', 'enthusiastic', 'relaxed', 'curious', 'worried', 'proud', 'curious', 'grateful', 'excited', 'sad', 'grateful', 'enthusiastic', 'hopeful', 'happy', 'nostalgic', 'happy', 'happy', 'happy', 'proud', 'grateful']"
news_6_9,news,9,8,8,1.0,"['grateful', 'happy', 'amused', 'excited', 'happy', 'amused', 'relaxed', 'grateful', 'relaxed']"
news_72_9,news,9,8,8,1.0,"['amused', 'excited', 'amused', 'relaxed', 'amused', 'surprised', 'curious', 'enthusiastic', 'excited']"
news_76_10,news,10,9,9,1.0,"['enthusiastic', 'happy', 'excited', 'happy', 'proud', 'excited', 'surprised', 'amused', 'surprised', 'curious']"
news_77_8,news,8,7,7,1.0,"['sad', 'worried', 'hopeful', 'happy', 'amused', 'excited', 'enthusiastic', 'curious']"
news_78_10,news,10,9,9,1.0,"['sad', 'nostalgic', 'relaxed', 'grateful', 'happy', 'amused', 'surprised', 'excited', 'surprised', 'happy']"
news_80_10,news,10,9,9,1.0,"['surprised', 'happy', 'enthusiastic', 'happy', 'excited', 'enthusiastic', 'happy', 'curious', 'excited', 'surprised']"
news_82_8,news,8,7,7,1.0,"['angry', 'worried', 'sad', 'worried', 'sad', 'worried', 'anxious', 'surprised']"
news_83_9,news,18,17,17,1.0,"['angry', 'grateful', 'surprised', 'relaxed', 'curious', 'amused', 'surprised', 'happy', 'excited', 'proud', 'happy', 'relaxed', 'excited', 'amused', 'happy', 'surprised', 'relaxed', 'happy']"
news_87_8,news,8,7,7,1.0,"['worried', 'sad', 'worried', 'sad', 'worried', 'sad', 'worried', 'sad']"
pets_11_8,pets,8,7,7,1.0,"['happy', 'enthusiastic', 'happy', 'curious', 'enthusiastic', 'curious', 'enthusiastic', 'excited']"
pets_13_9,pets,9,8,8,1.0,"['excited', 'enthusiastic', 'proud', 'happy', 'grateful', 'hopeful', 'curious', 'excited', 'amused']"
pets_15_10,pets,20,16,19,0.8421052631578947,"['curious', 'excited', 'excited', 'proud', 'enthusiastic', 'grateful', 'happy', 'hopeful', 'curious', 'excited', 'excited', 'happy', 'amused', 'grateful', 'curious', 'nostalgic', 'enthusiastic', 'happy', 'happy', 'amused']"
pets_16_9,pets,9,8,8,1.0,"['curious', 'amused', 'excited', 'curious', 'enthusiastic', 'happy', 'excited', 'enthusiastic', 'happy']"
pets_26_10,pets,10,9,9,1.0,"['amused', 'relaxed', 'amused', 'excited', 'amused', 'happy', 'relaxed', 'happy', 'grateful', 'happy']"
pets_29_9,pets,9,8,8,1.0,"['happy', 'grateful', 'relaxed', 'amused', 'curious', 'amused', 'excited', 'happy', 'amused']"
pets_38_10,pets,10,9,9,1.0,"['amused', 'curious', 'enthusiastic', 'happy', 'amused', 'curious', 'excited', 'amused', 'curious', 'excited']"
pets_40_9,pets,9,8,8,1.0,"['excited', 'happy', 'relaxed', 'nostalgic', 'relaxed', 'grateful', 'happy', 'relaxed', 'amused']"
pets_42_9,pets,9,8,8,1.0,"['happy', 'enthusiastic', 'happy', 'enthusiastic', 'excited', 'happy', 'excited', 'enthusiastic', 'excited']"
pets_51_8,pets,8,7,7,1.0,"['happy', 'enthusiastic', 'curious', 'surprised', 'amused', 'happy', 'grateful', 'relaxed']"
pets_53_8,pets,8,7,7,1.0,"['happy', 'amused', 'curious', 'excited', 'happy', 'curious', 'amused', 'excited']"
pets_53_9,pets,9,8,8,1.0,"['grateful', 'relaxed', 'grateful', 'happy', 'grateful', 'happy', 'amused', 'relaxed', 'grateful']"
pets_55_8,pets,8,7,7,1.0,"['amused', 'curious', 'amused', 'excited', 'curious', 'excited', 'amused', 'curious']"
pets_58_10,pets,10,9,9,1.0,"['amused', 'curious', 'excited', 'amused', 'happy', 'amused', 'relaxed', 'grateful', 'happy', 'relaxed']"
pets_62_9,pets,9,8,8,1.0,"['amused', 'surprised', 'excited', 'curious', 'amused', 'happy', 'grateful', 'happy', 'enthusiastic']"
pets_64_10,pets,10,9,9,1.0,"['excited', 'enthusiastic', 'excited', 'curious', 'excited', 'happy', 'enthusiastic', 'excited', 'curious', 'enthusiastic']"
pets_78_10,pets,30,26,29,0.896551724137931,"['amused', 'grateful', 'curious', 'surprised', 'happy', 'excited', 'excited', 'proud', 'amused', 'curious', 'relaxed', 'excited', 'excited', 'happy', 'curious', 'proud', 'relaxed', 'amused', 'relaxed', 'amused', 'relaxed', 'grateful', 'excited', 'amused', 'happy', 'curious', 'relaxed', 'relaxed', 'excited', 'happy']"
pets_78_8,pets,16,13,15,0.8666666666666667,"['amused', 'curious', 'relaxed', 'surprised', 'happy', 'curious', 'curious', 'enthusiastic', 'amused', 'happy', 'happy', 'excited', 'curious', 'amused', 'excited', 'curious']"
pets_82_9,pets,18,17,17,1.0,"['amused', 'excited', 'relaxed', 'enthusiastic', 'happy', 'excited', 'grateful', 'amused', 'nostalgic', 'curious', 'hopeful', 'enthusiastic', 'happy', 'excited', 'enthusiastic', 'amused', 'excited', 'curious']"
pets_88_10,pets,20,15,19,0.7894736842105263,"['happy', 'enthusiastic', 'enthusiastic', 'happy', 'happy', 'grateful', 'grateful', 'happy', 'happy', 'excited', 'relaxed', 'enthusiastic', 'grateful', 'excited', 'happy', 'enthusiastic', 'curious', 'excited', 'amused', 'happy']"
pets_91_9,pets,9,8,8,1.0,"['grateful', 'happy', 'grateful', 'relaxed', 'amused', 'happy', 'amused', 'relaxed', 'happy']"
pets_97_10,pets,10,9,9,1.0,"['curious', 'enthusiastic', 'excited', 'happy', 'amused', 'excited', 'proud', 'grateful', 'proud', 'enthusiastic']"
pets_99_10,pets,20,15,19,0.7894736842105263,"['enthusiastic', 'relaxed', 'happy', 'happy', 'enthusiastic', 'enthusiastic', 'happy', 'curious', 'amused', 'excited', 'curious', 'amused', 'amused', 'relaxed', 'surprised', 'nostalgic', 'amused', 'grateful', 'happy', 'happy']"
pets_9_10,pets,10,9,9,1.0,"['grateful', 'happy', 'enthusiastic', 'excited', 'curious', 'enthusiastic', 'excited', 'happy', 'curious', 'excited']"
philosophy_100_9,philosophy,18,14,17,0.8235294117647058,"['amused', 'surprised', 'curious', 'confused', 'excited', 'worried', 'curious', 'confused', 'amused', 'surprised', 'excited', 'excited', 'surprised', 'surprised', 'excited', 'curious', 'curious', 'excited']"
philosophy_11_9,philosophy,9,8,8,1.0,"['surprised', 'worried', 'confused', 'surprised', 'amused', 'happy', 'curious', 'surprised', 'excited']"
philosophy_16_9,philosophy,9,8,8,1.0,"['confused', 'surprised', 'curious', 'confused', 'curious', 'surprised', 'happy', 'excited', 'proud']"
philosophy_17_10,philosophy,20,17,19,0.8947368421052632,"['surprised', 'curious', 'amused', 'confused', 'excited', 'curious', 'enthusiastic', 'confused', 'hopeful', 'surprised', 'excited', 'amused', 'amused', 'surprised', 'curious', 'curious', 'excited', 'surprised', 'curious', 'happy']"
philosophy_20_8,philosophy,16,14,15,0.9333333333333333,"['confused', 'confused', 'curious', 'surprised', 'amused', 'excited', 'surprised', 'happy', 'excited', 'proud', 'amused', 'relaxed', 'excited', 'amused', 'enthusiastic', 'relaxed']"
philosophy_29_9,philosophy,18,13,17,0.7647058823529411,"['hopeful', 'hopeful', 'curious', 'curious', 'excited', 'excited', 'amused', 'proud', 'excited', 'relaxed', 'curious', 'amused', 'excited', 'surprised', 'surprised', 'amused', 'confused', 'curious']"
philosophy_54_10,philosophy,20,17,19,0.8947368421052632,"['confused', 'curious', 'frustrated', 'amused', 'surprised', 'curious', 'excited', 'surprised', 'surprised', 'curious', 'excited', 'surprised', 'surprised', 'amused', 'confused', 'surprised', 'curious', 'confused', 'surprised', 'curious']"
philosophy_55_10,philosophy,10,9,9,1.0,"['amused', 'surprised', 'excited', 'amused', 'excited', 'surprised', 'happy', 'relaxed', 'amused', 'excited']"
philosophy_55_9,philosophy,9,8,8,1.0,"['hopeful', 'curious', 'surprised', 'worried', 'confused', 'curious', 'excited', 'surprised', 'excited']"
philosophy_60_9,philosophy,18,15,17,0.8823529411764706,"['relaxed', 'excited', 'hopeful', 'curious', 'excited', 'excited', 'curious', 'happy', 'confused', 'excited', 'curious', 'curious', 'amused', 'surprised', 'happy', 'amused', 'curious', 'happy']"
philosophy_61_9,philosophy,18,15,17,0.8823529411764706,"['surprised', 'curious', 'happy', 'confused', 'relaxed', 'curious', 'hopeful', 'surprised', 'curious', 'curious', 'confused', 'confused', 'curious', 'surprised', 'confused', 'amused', 'curious', 'excited']"
philosophy_67_8,philosophy,16,14,15,0.9333333333333333,"['surprised', 'excited', 'amused', 'surprised', 'curious', 'amused', 'amused', 'curious', 'happy', 'confused', 'amused', 'curious', 'happy', 'excited', 'relaxed', 'amused']"
philosophy_70_10,philosophy,10,9,9,1.0,"['excited', 'curious', 'excited', 'happy', 'relaxed', 'nostalgic', 'relaxed', 'amused', 'relaxed', 'hopeful']"
philosophy_74_8,philosophy,8,7,7,1.0,"['confused', 'anxious', 'hopeful', 'curious', 'confused', 'anxious', 'worried', 'hopeful']"
philosophy_80_10,philosophy,20,17,19,0.8947368421052632,"['confused', 'curious', 'surprised', 'amused', 'amused', 'surprised', 'relaxed', 'excited', 'hopeful', 'curious', 'excited', 'enthusiastic', 'surprised', 'curious', 'excited', 'excited', 'curious', 'proud', 'confused', 'relaxed']"
philosophy_83_8,philosophy,8,7,7,1.0,"['curious', 'amused', 'curious', 'confused', 'surprised', 'happy', 'curious', 'confused']"
philosophy_85_8,philosophy,24,22,23,0.9565217391304348,"['confused', 'relaxed', 'hopeful', 'surprised', 'hopeful', 'excited', 'worried', 'excited', 'curious', 'anxious', 'curious', 'confused', 'worried', 'confused', 'curious', 'confused', 'frustrated', 'excited', 'anxious', 'surprised', 'surprised', 'hopeful', 'worried', 'excited']"
philosophy_86_10,philosophy,10,9,9,1.0,"['relaxed', 'hopeful', 'excited', 'proud', 'relaxed', 'amused', 'relaxed', 'happy', 'grateful', 'relaxed']"
